Ticker,close,date,high,low,month,open,sector,symbol,volume
ADANIENT,3098.2,2024-01-10 05:30:00,3112.0,3020.05,2024-01-01,3024.0,MISCELLANEOUS,ADANIENT,3590297
ADANIENT,3080.9,2024-01-11 05:30:00,3129.0,3065.0,2024-01-01,3120.0,MISCELLANEOUS,ADANIENT,2008103
ADANIENT,3104.1,2024-01-12 05:30:00,3125.0,3068.2,2024-01-01,3096.35,MISCELLANEOUS,ADANIENT,1795933
ADANIENT,3089.5,2024-01-15 05:30:00,3130.0,3067.45,2024-01-01,3127.0,MISCELLANEOUS,ADANIENT,1407007
ADANIENT,3056.5,2024-01-16 05:30:00,3104.5,3035.0,2024-01-01,3095.0,MISCELLANEOUS,ADANIENT,2515564
ADANIENT,2971.05,2024-01-17 05:30:00,3045.0,2946.3,2024-01-01,3033.0,MISCELLANEOUS,ADANIENT,2897218
ADANIENT,2918.9,2024-01-18 05:30:00,2985.0,2885.1,2024-01-01,2975.55,MISCELLANEOUS,ADANIENT,2552342
ADANIENT,2915.65,2024-01-19 05:30:00,2949.45,2903.05,2024-01-01,2945.35,MISCELLANEOUS,ADANIENT,2014096
ADANIENT,2987.9,2024-01-20 05:30:00,3015.85,2890.5,2024-01-01,2930.0,MISCELLANEOUS,ADANIENT,1878793
ADANIENT,2896.55,2024-01-23 05:30:00,3014.95,2885.5,2024-01-01,3014.95,MISCELLANEOUS,ADANIENT,1827002
ADANIENT,2903.45,2024-01-24 05:30:00,2929.1,2871.25,2024-01-01,2901.0,MISCELLANEOUS,ADANIENT,5807940
ADANIENT,2893.6,2024-01-25 05:30:00,2926.35,2804.4,2024-01-01,2903.45,MISCELLANEOUS,ADANIENT,2601969
ADANIENT,3064.65,2024-01-29 05:30:00,3092.7,2923.05,2024-01-01,2929.0,MISCELLANEOUS,ADANIENT,4402976
ADANIENT,3091.1,2024-01-30 05:30:00,3129.9,3020.9,2024-01-01,3081.0,MISCELLANEOUS,ADANIENT,3115506
ADANIENT,3142.0,2024-01-31 05:30:00,3151.7,3072.4,2024-01-01,3092.75,MISCELLANEOUS,ADANIENT,2671051
ADANIENT,3153.5,2024-02-01 05:30:00,3236.95,3083.05,2024-02-01,3156.9,MISCELLANEOUS,ADANIENT,4686595
ADANIENT,3157.45,2024-02-02 05:30:00,3208.5,3140.0,2024-02-01,3184.95,MISCELLANEOUS,ADANIENT,2708695
ADANIENT,3173.45,2024-02-05 05:30:00,3229.4,3151.45,2024-02-01,3170.0,MISCELLANEOUS,ADANIENT,2191195
ADANIENT,3203.75,2024-02-06 05:30:00,3228.2,3160.0,2024-02-01,3183.9,MISCELLANEOUS,ADANIENT,2078891
ADANIENT,3229.85,2024-02-07 05:30:00,3277.95,3210.0,2024-02-01,3220.05,MISCELLANEOUS,ADANIENT,2095911
ADANIENT,3168.6,2024-02-08 05:30:00,3245.6,3146.1,2024-02-01,3245.6,MISCELLANEOUS,ADANIENT,1679004
ADANIENT,3215.2,2024-02-09 05:30:00,3224.95,3121.2,2024-02-01,3184.45,MISCELLANEOUS,ADANIENT,1572789
ADANIENT,3169.75,2024-02-12 05:30:00,3241.95,3160.0,2024-02-01,3229.0,MISCELLANEOUS,ADANIENT,1083138
ADANIENT,3178.45,2024-02-13 05:30:00,3194.0,3092.05,2024-02-01,3180.0,MISCELLANEOUS,ADANIENT,1225207
ADANIENT,3207.2,2024-02-14 05:30:00,3255.25,3169.85,2024-02-01,3184.0,MISCELLANEOUS,ADANIENT,1741264
ADANIENT,3193.8,2024-02-15 05:30:00,3252.75,3184.05,2024-02-01,3219.85,MISCELLANEOUS,ADANIENT,2035204
ADANIENT,3223.6,2024-02-16 05:30:00,3252.3,3192.65,2024-02-01,3214.0,MISCELLANEOUS,ADANIENT,2193673
ADANIENT,3258.8,2024-02-19 05:30:00,3308.6,3235.8,2024-02-01,3240.0,MISCELLANEOUS,ADANIENT,1779444
ADANIENT,3228.6,2024-02-20 05:30:00,3269.8,3210.15,2024-02-01,3267.0,MISCELLANEOUS,ADANIENT,1467630
ADANIENT,3223.2,2024-02-21 05:30:00,3300.0,3205.0,2024-02-01,3238.0,MISCELLANEOUS,ADANIENT,1657021
ADANIENT,3263.05,2024-02-22 05:30:00,3274.0,3210.5,2024-02-01,3239.0,MISCELLANEOUS,ADANIENT,1138722
ADANIENT,3273.3,2024-02-23 05:30:00,3319.95,3225.1,2024-02-01,3263.05,MISCELLANEOUS,ADANIENT,1975035
ADANIENT,3327.75,2024-02-26 05:30:00,3344.0,3263.0,2024-02-01,3272.0,MISCELLANEOUS,ADANIENT,1695378
ADANIENT,3302.3,2024-02-27 05:30:00,3340.0,3273.0,2024-02-01,3339.0,MISCELLANEOUS,ADANIENT,1125570
ADANIENT,3219.0,2024-02-28 05:30:00,3318.8,3207.5,2024-02-01,3309.2,MISCELLANEOUS,ADANIENT,1358879
ADANIENT,3285.4,2024-02-29 05:30:00,3304.75,3205.35,2024-02-01,3220.05,MISCELLANEOUS,ADANIENT,1352988
ADANIENT,3318.75,2024-03-01 05:30:00,3346.0,3281.8,2024-03-01,3309.85,MISCELLANEOUS,ADANIENT,1161067
ADANIENT,3333.25,2024-03-02 05:30:00,3348.7,3321.5,2024-03-01,3332.0,MISCELLANEOUS,ADANIENT,119511
ADANIENT,3317.15,2024-03-04 05:30:00,3350.0,3310.05,2024-03-01,3335.0,MISCELLANEOUS,ADANIENT,1061244
ADANIENT,3310.2,2024-03-05 05:30:00,3334.0,3295.05,2024-03-01,3325.3,MISCELLANEOUS,ADANIENT,1190416
ADANIENT,3233.95,2024-03-06 05:30:00,3323.0,3183.15,2024-03-01,3323.0,MISCELLANEOUS,ADANIENT,1935203
ADANIENT,3226.55,2024-03-07 05:30:00,3262.0,3220.0,2024-03-01,3240.0,MISCELLANEOUS,ADANIENT,856328
ADANIENT,3207.35,2024-03-11 05:30:00,3259.0,3200.0,2024-03-01,3241.2,MISCELLANEOUS,ADANIENT,738851
ADANIENT,3122.5,2024-03-12 05:30:00,3222.7,3111.0,2024-03-01,3207.35,MISCELLANEOUS,ADANIENT,1199487
ADANIENT,2906.2,2024-03-13 05:30:00,3138.05,2850.15,2024-03-01,3125.0,MISCELLANEOUS,ADANIENT,3407040
ADANIENT,3087.45,2024-03-14 05:30:00,3101.2,2880.0,2024-03-01,2927.45,MISCELLANEOUS,ADANIENT,3759100
ADANIENT,3132.2,2024-03-15 05:30:00,3143.4,3061.25,2024-03-01,3111.0,MISCELLANEOUS,ADANIENT,2199094
ADANIENT,3111.75,2024-03-18 05:30:00,3124.0,2976.05,2024-03-01,3050.1,MISCELLANEOUS,ADANIENT,3042515
ADANIENT,3052.7,2024-03-19 05:30:00,3164.8,3041.85,2024-03-01,3126.0,MISCELLANEOUS,ADANIENT,1460452
ADANIENT,3051.45,2024-03-20 05:30:00,3083.2,3021.1,2024-03-01,3075.0,MISCELLANEOUS,ADANIENT,966481
ADANIENT,3066.5,2024-03-21 05:30:00,3107.1,3059.6,2024-03-01,3089.55,MISCELLANEOUS,ADANIENT,1175751
ADANIENT,3107.7,2024-03-22 05:30:00,3128.95,3048.05,2024-03-01,3066.55,MISCELLANEOUS,ADANIENT,951557
ADANIENT,3109.95,2024-03-26 05:30:00,3171.95,3089.1,2024-03-01,3100.5,MISCELLANEOUS,ADANIENT,937103
ADANIENT,3122.1,2024-03-27 05:30:00,3138.45,3106.25,2024-03-01,3115.0,MISCELLANEOUS,ADANIENT,900231
ADANIENT,3197.1,2024-03-28 05:30:00,3237.0,3096.75,2024-03-01,3134.0,MISCELLANEOUS,ADANIENT,2327053
ADANIENT,3252.1,2024-04-01 05:30:00,3291.8,3207.85,2024-04-01,3230.2,MISCELLANEOUS,ADANIENT,1292646
ADANIENT,3268.75,2024-04-02 05:30:00,3285.0,3240.0,2024-04-01,3258.95,MISCELLANEOUS,ADANIENT,868829
ADANIENT,3233.45,2024-04-03 05:30:00,3260.15,3222.0,2024-04-01,3250.0,MISCELLANEOUS,ADANIENT,1153109
ADANIENT,3210.8,2024-04-04 05:30:00,3273.0,3201.7,2024-04-01,3250.0,MISCELLANEOUS,ADANIENT,1403826
ADANIENT,3224.8,2024-04-05 05:30:00,3234.0,3178.95,2024-04-01,3211.1,MISCELLANEOUS,ADANIENT,755607
ADANIENT,3224.55,2024-04-08 05:30:00,3243.5,3197.2,2024-04-01,3240.95,MISCELLANEOUS,ADANIENT,577440
ADANIENT,3198.45,2024-04-09 05:30:00,3251.0,3185.0,2024-04-01,3240.7,MISCELLANEOUS,ADANIENT,833679
ADANIENT,3242.0,2024-04-10 05:30:00,3254.6,3192.5,2024-04-01,3200.0,MISCELLANEOUS,ADANIENT,1441138
ADANIENT,3209.9,2024-04-12 05:30:00,3247.5,3205.3,2024-04-01,3210.0,MISCELLANEOUS,ADANIENT,705173
ADANIENT,3147.45,2024-04-15 05:30:00,3180.3,3103.2,2024-04-01,3150.0,MISCELLANEOUS,ADANIENT,1035378
ADANIENT,3106.4,2024-04-16 05:30:00,3149.2,3100.0,2024-04-01,3101.0,MISCELLANEOUS,ADANIENT,1134184
ADANIENT,3019.3,2024-04-18 05:30:00,3145.0,3008.3,2024-04-01,3125.15,MISCELLANEOUS,ADANIENT,1703646
ADANIENT,3026.95,2024-04-19 05:30:00,3057.05,2962.5,2024-04-01,3000.0,MISCELLANEOUS,ADANIENT,1727317
ADANIENT,3063.35,2024-04-22 05:30:00,3077.5,3025.0,2024-04-01,3053.0,MISCELLANEOUS,ADANIENT,993929
ADANIENT,3065.1,2024-04-23 05:30:00,3091.0,3043.1,2024-04-01,3059.0,MISCELLANEOUS,ADANIENT,1654272
ADANIENT,3043.55,2024-04-24 05:30:00,3087.85,3040.0,2024-04-01,3071.95,MISCELLANEOUS,ADANIENT,605917
ADANIENT,3115.25,2024-04-25 05:30:00,3120.9,3025.65,2024-04-01,3050.0,MISCELLANEOUS,ADANIENT,1515529
ADANIENT,3080.4,2024-04-26 05:30:00,3129.9,3066.05,2024-04-01,3119.9,MISCELLANEOUS,ADANIENT,662764
ADANIENT,3081.2,2024-04-29 05:30:00,3110.5,3051.5,2024-04-01,3110.0,MISCELLANEOUS,ADANIENT,648544
ADANIENT,3054.7,2024-04-30 05:30:00,3108.45,3045.0,2024-04-01,3094.0,MISCELLANEOUS,ADANIENT,804552
ADANIENT,3039.6,2024-05-02 05:30:00,3119.85,3015.05,2024-05-01,3071.95,MISCELLANEOUS,ADANIENT,2219085
ADANIENT,2993.25,2024-05-03 05:30:00,3045.0,2975.1,2024-05-01,3030.0,MISCELLANEOUS,ADANIENT,1472168
ADANIENT,2874.65,2024-05-06 05:30:00,3000.2,2850.0,2024-05-01,2993.25,MISCELLANEOUS,ADANIENT,2377944
ADANIENT,2835.95,2024-05-07 05:30:00,2905.35,2822.0,2024-05-01,2889.95,MISCELLANEOUS,ADANIENT,1262311
ADANIENT,2860.55,2024-05-08 05:30:00,2890.9,2820.0,2024-05-01,2850.0,MISCELLANEOUS,ADANIENT,951411
ADANIENT,2766.65,2024-05-09 05:30:00,2883.65,2756.0,2024-05-01,2864.8,MISCELLANEOUS,ADANIENT,1485510
ADANIENT,2797.25,2024-05-10 05:30:00,2809.0,2760.45,2024-05-01,2794.95,MISCELLANEOUS,ADANIENT,2354794
ADANIENT,2879.6,2024-05-13 05:30:00,2890.0,2790.5,2024-05-01,2803.0,MISCELLANEOUS,ADANIENT,3784373
ADANIENT,3037.55,2024-05-14 05:30:00,3046.0,2874.55,2024-05-01,2894.95,MISCELLANEOUS,ADANIENT,5725807
ADANIENT,3049.75,2024-05-15 05:30:00,3118.85,3037.6,2024-05-01,3046.75,MISCELLANEOUS,ADANIENT,1688836
ADANIENT,3041.65,2024-05-16 05:30:00,3076.95,2974.95,2024-05-01,3065.0,MISCELLANEOUS,ADANIENT,1835312
ADANIENT,3060.5,2024-05-17 05:30:00,3091.0,3015.5,2024-05-01,3041.05,MISCELLANEOUS,ADANIENT,825436
ADANIENT,3059.75,2024-05-18 05:30:00,3074.0,3055.0,2024-05-01,3074.0,MISCELLANEOUS,ADANIENT,74336
ADANIENT,3117.5,2024-05-21 05:30:00,3175.0,3034.5,2024-05-01,3067.9,MISCELLANEOUS,ADANIENT,3091659
ADANIENT,3140.95,2024-05-22 05:30:00,3145.0,3073.5,2024-05-01,3129.95,MISCELLANEOUS,ADANIENT,3371077
ADANIENT,3387.3,2024-05-23 05:30:00,3406.0,3135.55,2024-05-01,3156.7,MISCELLANEOUS,ADANIENT,6979082
ADANIENT,3384.95,2024-05-24 05:30:00,3457.85,3355.6,2024-05-01,3406.0,MISCELLANEOUS,ADANIENT,3473668
ADANIENT,3289.05,2024-05-27 05:30:00,3358.0,3267.05,2024-05-01,3358.0,MISCELLANEOUS,ADANIENT,2582485
ADANIENT,3244.05,2024-05-28 05:30:00,3329.5,3229.05,2024-05-01,3309.65,MISCELLANEOUS,ADANIENT,1621168
ADANIENT,3258.8,2024-05-29 05:30:00,3322.9,3212.0,2024-05-01,3250.0,MISCELLANEOUS,ADANIENT,1910729
ADANIENT,3194.25,2024-05-30 05:30:00,3274.3,3174.5,2024-05-01,3254.0,MISCELLANEOUS,ADANIENT,1990208
ADANIENT,3411.35,2024-05-31 05:30:00,3434.45,3225.25,2024-05-01,3225.25,MISCELLANEOUS,ADANIENT,6384589
ADANIENT,3645.25,2024-06-03 05:30:00,3743.9,3586.05,2024-06-01,3725.0,MISCELLANEOUS,ADANIENT,8511359
ADANIENT,2941.25,2024-06-04 05:30:00,3520.0,2733.95,2024-06-01,3520.0,MISCELLANEOUS,ADANIENT,20306909
ADANIENT,3115.35,2024-06-05 05:30:00,3150.0,2750.0,2024-06-01,3030.0,MISCELLANEOUS,ADANIENT,8778345
ADANIENT,3185.65,2024-06-06 05:30:00,3222.4,3137.15,2024-06-01,3184.0,MISCELLANEOUS,ADANIENT,5873271
ADANIENT,3219.55,2024-06-07 05:30:00,3233.75,3151.6,2024-06-01,3170.4,MISCELLANEOUS,ADANIENT,4740455
ADANIENT,3220.1,2024-06-10 05:30:00,3284.4,3205.5,2024-06-01,3267.0,MISCELLANEOUS,ADANIENT,4935698
ADANIENT,3221.25,2024-06-11 05:30:00,3265.0,3195.05,2024-06-01,3224.0,MISCELLANEOUS,ADANIENT,4173692
ADANIENT,3219.05,2024-06-12 05:30:00,3245.0,3208.0,2024-06-01,3224.9,MISCELLANEOUS,ADANIENT,3022477
ADANIENT,3224.8,2024-06-13 05:30:00,3254.0,3207.25,2024-06-01,3230.0,MISCELLANEOUS,ADANIENT,3202978
ADANIENT,3261.75,2024-06-14 05:30:00,3275.0,3221.1,2024-06-01,3225.0,MISCELLANEOUS,ADANIENT,4224855
ADANIENT,3309.05,2024-06-18 05:30:00,3345.0,3287.2,2024-06-01,3310.0,MISCELLANEOUS,ADANIENT,1755612
ADANIENT,3261.9,2024-06-19 05:30:00,3314.0,3226.3,2024-06-01,3314.0,MISCELLANEOUS,ADANIENT,1419264
ADANIENT,3259.45,2024-06-20 05:30:00,3315.0,3240.0,2024-06-01,3263.9,MISCELLANEOUS,ADANIENT,1366545
ADANIENT,3189.3,2024-06-21 05:30:00,3277.1,3176.4,2024-06-01,3265.05,MISCELLANEOUS,ADANIENT,4697655
ADANIENT,3194.6,2024-06-24 05:30:00,3214.8,3135.0,2024-06-01,3185.75,MISCELLANEOUS,ADANIENT,3261647
ADANIENT,3171.1,2024-06-25 05:30:00,3208.45,3156.35,2024-06-01,3204.75,MISCELLANEOUS,ADANIENT,1694962
ADANIENT,3170.5,2024-06-26 05:30:00,3187.7,3163.9,2024-06-01,3169.05,MISCELLANEOUS,ADANIENT,2142889
ADANIENT,3175.15,2024-06-27 05:30:00,3202.25,3150.0,2024-06-01,3177.0,MISCELLANEOUS,ADANIENT,5114980
ADANIENT,3177.15,2024-06-28 05:30:00,3211.95,3157.0,2024-06-01,3190.0,MISCELLANEOUS,ADANIENT,960905
ADANIENT,3183.8,2024-07-01 05:30:00,3193.15,3157.55,2024-07-01,3179.95,MISCELLANEOUS,ADANIENT,832170
ADANIENT,3153.2,2024-07-02 05:30:00,3207.8,3131.05,2024-07-01,3179.85,MISCELLANEOUS,ADANIENT,1490844
ADANIENT,3190.95,2024-07-03 05:30:00,3194.55,3147.75,2024-07-01,3158.0,MISCELLANEOUS,ADANIENT,1152522
ADANIENT,3144.25,2024-07-04 05:30:00,3194.45,3138.05,2024-07-01,3192.0,MISCELLANEOUS,ADANIENT,1055391
ADANIENT,3147.9,2024-07-05 05:30:00,3158.55,3123.95,2024-07-01,3143.9,MISCELLANEOUS,ADANIENT,663988
ADANIENT,3113.6,2024-07-08 05:30:00,3158.2,3075.0,2024-07-01,3147.9,MISCELLANEOUS,ADANIENT,1155112
ADANIENT,3110.75,2024-07-09 05:30:00,3158.0,3100.5,2024-07-01,3115.95,MISCELLANEOUS,ADANIENT,922403
ADANIENT,3096.0,2024-07-10 05:30:00,3127.25,3063.4,2024-07-01,3120.1,MISCELLANEOUS,ADANIENT,586710
ADANIENT,3078.3,2024-07-11 05:30:00,3129.8,3074.1,2024-07-01,3118.7,MISCELLANEOUS,ADANIENT,899781
ADANIENT,3065.45,2024-07-12 05:30:00,3098.8,3058.35,2024-07-01,3090.0,MISCELLANEOUS,ADANIENT,756036
ADANIENT,3090.4,2024-07-15 05:30:00,3103.5,3058.35,2024-07-01,3066.1,MISCELLANEOUS,ADANIENT,724174
ADANIENT,3109.3,2024-07-16 05:30:00,3137.75,3096.1,2024-07-01,3110.0,MISCELLANEOUS,ADANIENT,988357
ADANIENT,3092.2,2024-07-18 05:30:00,3111.0,3057.15,2024-07-01,3106.0,MISCELLANEOUS,ADANIENT,1021653
ADANIENT,3005.7,2024-07-19 05:30:00,3094.5,3000.0,2024-07-01,3092.0,MISCELLANEOUS,ADANIENT,1026941
ADANIENT,3000.85,2024-07-22 05:30:00,3026.9,2972.15,2024-07-01,3005.7,MISCELLANEOUS,ADANIENT,662085
ADANIENT,2995.35,2024-07-23 05:30:00,3038.0,2886.35,2024-07-01,3020.0,MISCELLANEOUS,ADANIENT,1443331
ADANIENT,2970.7,2024-07-24 05:30:00,3007.5,2959.3,2024-07-01,2995.35,MISCELLANEOUS,ADANIENT,693702
ADANIENT,2973.5,2024-07-25 05:30:00,3017.65,2945.1,2024-07-01,2960.7,MISCELLANEOUS,ADANIENT,1105721
ADANIENT,3080.5,2024-07-26 05:30:00,3109.0,2988.1,2024-07-01,2995.0,MISCELLANEOUS,ADANIENT,1942427
ADANIENT,3089.35,2024-07-29 05:30:00,3120.35,3074.0,2024-07-01,3094.3,MISCELLANEOUS,ADANIENT,1037474
ADANIENT,3128.75,2024-07-30 05:30:00,3155.0,3066.65,2024-07-01,3092.0,MISCELLANEOUS,ADANIENT,1647048
ADANIENT,3169.4,2024-07-31 05:30:00,3197.5,3135.0,2024-07-01,3141.0,MISCELLANEOUS,ADANIENT,2414005
ADANIENT,3217.25,2024-08-01 05:30:00,3258.0,3151.7,2024-08-01,3180.0,MISCELLANEOUS,ADANIENT,6149883
ADANIENT,3160.9,2024-08-02 05:30:00,3215.0,3111.0,2024-08-01,3200.0,MISCELLANEOUS,ADANIENT,3360209
ADANIENT,3038.2,2024-08-05 05:30:00,3133.05,2996.3,2024-08-01,3085.0,MISCELLANEOUS,ADANIENT,2238921
ADANIENT,3072.7,2024-08-06 05:30:00,3142.8,3057.25,2024-08-01,3084.0,MISCELLANEOUS,ADANIENT,2125201
ADANIENT,3185.95,2024-08-07 05:30:00,3190.0,3112.0,2024-08-01,3118.0,MISCELLANEOUS,ADANIENT,1868169
ADANIENT,3167.55,2024-08-08 05:30:00,3242.65,3156.55,2024-08-01,3190.55,MISCELLANEOUS,ADANIENT,2139376
ADANIENT,3187.55,2024-08-09 05:30:00,3219.3,3171.05,2024-08-01,3209.0,MISCELLANEOUS,ADANIENT,760165
ADANIENT,3151.75,2024-08-12 05:30:00,3169.85,3014.0,2024-08-01,3100.0,MISCELLANEOUS,ADANIENT,10307245
ADANIENT,3092.2,2024-08-13 05:30:00,3178.1,3081.75,2024-08-01,3170.05,MISCELLANEOUS,ADANIENT,2192588
ADANIENT,3040.1,2024-08-14 05:30:00,3085.7,3027.75,2024-08-01,3085.7,MISCELLANEOUS,ADANIENT,1232383
ADANIENT,3108.8,2024-08-16 05:30:00,3121.6,3039.35,2024-08-01,3070.0,MISCELLANEOUS,ADANIENT,970067
ADANIENT,3102.55,2024-08-19 05:30:00,3134.3,3092.95,2024-08-01,3122.05,MISCELLANEOUS,ADANIENT,557265
ADANIENT,3070.65,2024-08-20 05:30:00,3126.0,3058.85,2024-08-01,3118.95,MISCELLANEOUS,ADANIENT,662263
ADANIENT,3115.7,2024-08-21 05:30:00,3153.3,3068.4,2024-08-01,3070.65,MISCELLANEOUS,ADANIENT,1379240
ADANIENT,3099.05,2024-08-22 05:30:00,3150.0,3091.0,2024-08-01,3130.75,MISCELLANEOUS,ADANIENT,1378912
ADANIENT,3076.35,2024-08-23 05:30:00,3123.0,3067.6,2024-08-01,3101.0,MISCELLANEOUS,ADANIENT,1375224
ADANIENT,3069.0,2024-08-26 05:30:00,3090.0,3055.0,2024-08-01,3088.0,MISCELLANEOUS,ADANIENT,1632446
ADANIENT,3067.1,2024-08-27 05:30:00,3095.75,3064.0,2024-08-01,3072.2,MISCELLANEOUS,ADANIENT,1310440
ADANIENT,3028.0,2024-08-28 05:30:00,3078.0,3022.1,2024-08-01,3078.0,MISCELLANEOUS,ADANIENT,1569652
ADANIENT,3020.15,2024-08-29 05:30:00,3041.95,2981.3,2024-08-01,3030.0,MISCELLANEOUS,ADANIENT,1853966
ADANIENT,3019.35,2024-08-30 05:30:00,3038.55,3003.3,2024-08-01,3030.0,MISCELLANEOUS,ADANIENT,3509174
ADANIENT,3042.15,2024-09-02 05:30:00,3059.15,2997.6,2024-09-01,3021.1,MISCELLANEOUS,ADANIENT,1842658
ADANIENT,3036.1,2024-09-03 05:30:00,3053.05,3023.8,2024-09-01,3037.0,MISCELLANEOUS,ADANIENT,1371577
ADANIENT,3012.35,2024-09-04 05:30:00,3025.0,2955.2,2024-09-01,3010.0,MISCELLANEOUS,ADANIENT,1212270
ADANIENT,3015.35,2024-09-05 05:30:00,3037.9,3002.0,2024-09-01,3025.0,MISCELLANEOUS,ADANIENT,734273
ADANIENT,2975.45,2024-09-06 05:30:00,3025.0,2968.0,2024-09-01,3019.0,MISCELLANEOUS,ADANIENT,1251165
ADANIENT,2964.15,2024-09-09 05:30:00,2972.5,2927.3,2024-09-01,2972.1,MISCELLANEOUS,ADANIENT,1523581
ADANIENT,2986.4,2024-09-10 05:30:00,3007.4,2947.6,2024-09-01,2971.6,MISCELLANEOUS,ADANIENT,803782
ADANIENT,2937.85,2024-09-11 05:30:00,2992.95,2928.0,2024-09-01,2985.0,MISCELLANEOUS,ADANIENT,888628
ADANIENT,2991.0,2024-09-12 05:30:00,3000.0,2917.15,2024-09-01,2950.0,MISCELLANEOUS,ADANIENT,1314173
ADANIENT,2968.35,2024-09-13 05:30:00,3001.95,2956.05,2024-09-01,2972.0,MISCELLANEOUS,ADANIENT,815948
ADANIENT,2984.9,2024-09-16 05:30:00,3026.4,2972.0,2024-09-01,2972.0,MISCELLANEOUS,ADANIENT,695162
ADANIENT,2975.2,2024-09-17 05:30:00,2995.9,2952.5,2024-09-01,2990.05,MISCELLANEOUS,ADANIENT,698700
ADANIENT,2956.3,2024-09-18 05:30:00,2984.75,2935.0,2024-09-01,2976.0,MISCELLANEOUS,ADANIENT,831891
ADANIENT,2943.15,2024-09-19 05:30:00,2975.25,2890.35,2024-09-01,2975.05,MISCELLANEOUS,ADANIENT,1655401
ADANIENT,3008.5,2024-09-20 05:30:00,3025.0,2942.05,2024-09-01,2948.15,MISCELLANEOUS,ADANIENT,1787210
ADANIENT,3043.95,2024-09-23 05:30:00,3070.0,3015.25,2024-09-01,3020.0,MISCELLANEOUS,ADANIENT,897314
